event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best,,,
MZM4090,27-Jul-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mozambique),CAD: Democratic Alliance Coalition,6,60,,508,Eastern Africa,Mozambique,Manica,Chimoio,Chimoio,Chimoio,-19.1164,33.4833,1,AIM; Lusa,National-International,"On 27 July 2024, supporters of the Democratic Alliance Coalition (CAD) marched in Chimoio (Chimoio, Manica), Maxixe, Beira, Matola, Tete, Nampula, Inhambane, Quelimane, and Maputo (coded separately) against the National Elections Commission (CNE)'s exclusion of the CAD party from the parliamentary and provincial elections. CAD is supporting the candidacy of a former senior figure from Renamo.",0,crowd size=no report,1722903306,25820,,,
MZM4091,27-Jul-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mozambique),CAD: Democratic Alliance Coalition,6,60,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Tete,-11.1704,40.3073,1,AIM; Lusa,National-International,"On 27 July 2024, supporters of the Democratic Alliance Coalition (CAD) marched in Tete (Mocimboa da Praia, Cabo Delgado), Nampula, Maxixe, Beira, Matola, Chimoio, Inhambane, Quelimane, and Maputo (coded separately) against the National Elections Commission (CNE)'s exclusion of the CAD party from the parliamentary and provincial elections. Police officers tried to stop the march (means unspecified). CAD is supporting the candidacy of a former senior figure from Renamo.",0,crowd size=no report,1722903306,370,,,
MZM4093,27-Jul-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mozambique),CAD: Democratic Alliance Coalition,6,60,,508,Eastern Africa,Mozambique,Nampula,Nampula,Nampula,Nampula,-15.12,39.2647,1,AIM; Lusa,National-International,"On 27 July 2024, supporters of the Democratic Alliance Coalition (CAD) marched in Nampula (Nampula, Nampula), Maxixe, Beira, Matola, Quelimane, Chimoio, Inhambane, Maputo, and Tete (coded separately) against the National Elections Commission (CNE)'s exclusion of the CAD party from the parliamentary and provincial elections. CAD is supporting the candidacy of a former senior figure from Renamo.",0,crowd size=no report,1722903306,28943,,,
MZM4094,27-Jul-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mozambique),CAD: Democratic Alliance Coalition,6,60,,508,Eastern Africa,Mozambique,Inhambane,Inhambane,Inhambane,Inhambane,-23.865,35.3833,1,AIM; Lusa,National-International,"On 27 July 2024, supporters of the Democratic Alliance Coalition (CAD) marched in Inhambane (Inhambane, Inhambane), Maxixe, Beira, Matola, Quelimane, Nampula, Chimoio, Maputo, and Tete (coded separately) against the National Elections Commission (CNE)'s exclusion of the CAD party from the parliamentary and provincial elections. CAD is supporting the candidacy of a former senior figure from Renamo.",0,crowd size=no report,1722903306,2128,,,
MZM4095,27-Jul-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mozambique),CAD: Democratic Alliance Coalition,6,60,,508,Eastern Africa,Mozambique,Inhambane,Maxixe,Maxixe,Maxixe,-23.8597,35.3472,1,AIM; Lusa; O Pais,National-Regional,"On 27 July 2024, supporters of the Democratic Alliance Coalition (CAD) marched in Maxixe (Maxixe, Inhambane), Beira, Matola, Maputo, Nampula, Chimoio, Inhambane, Quelimane, and Tete (coded separately) against the National Elections Commission (CNE)'s exclusion of the CAD party from the parliamentary and provincial elections. CAD is supporting the candidacy of a former senior figure from Renamo.",0,crowd size=no report,1722903306,2724,,,
MZM4096,27-Jul-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mozambique),CAD: Democratic Alliance Coalition,6,60,,508,Eastern Africa,Mozambique,Maputo,Cidade Da Matola,Cidade Da Matola,Matola,-25.9622,32.4589,1,AIM; Lusa; O Pais,National-Regional,"On 27 July 2024, supporters of the Democratic Alliance Coalition (CAD) marched in Matola (Cidade Da Matola, Maputo), Maxixe, Beira, Maputo, Nampula, Chimoio, Inhambane, Quelimane, and Tete (coded separately) against the National Elections Commission (CNE)'s exclusion of the CAD party from the parliamentary and provincial elections. CAD is supporting the candidacy of a former senior figure from Renamo.",0,crowd size=no report,1722903306,27123,,,
MZM4097,27-Jul-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mozambique),CAD: Democratic Alliance Coalition,6,60,,508,Eastern Africa,Mozambique,Sofala,Cidade Da Beira,Cidade Da Beira,Beira,-19.8436,34.8389,1,AIM; Lusa; O Pais,National-Regional,"On 27 July 2024, supporters of the Democratic Alliance Coalition (CAD) marched in Beira (Cidade Da Beira, Sofala), Matola, Maxixe, Maputo, Nampula, Chimoio, Inhambane, Quelimane, and Tete (coded separately) against the National Elections Commission (CNE)'s exclusion of the CAD party from the parliamentary and provincial elections. CAD is supporting the candidacy of a former senior figure from Renamo.",0,crowd size=no report,1722903306,7738,,,
MZM4101,27-Jul-24,2024,1,Strategic developments,Strategic developments,Change to group/activity,Islamist Militia (Mozambique),,3,30,,508,Eastern Africa,Mozambique,Cabo Delgado,Metuge,Metuge,Pulo,-12.9648,40.2663,1,Cabo Ligado,Local partner-Other,"Movement of forces: On 27 July 2024, Islamist militia was seen in the forests of Pulo (Metuge, Cabo Delgado). No violent interactions reported.",0,,1722903306,,,,
MZM4107,27-Jul-24,2024,1,Political violence,Riots,Mob violence,Rioters (Mozambique),Prisoners (Mozambique),5,15,,508,Eastern Africa,Mozambique,Zambezia,Alto Molocue,Alto Molocue,Alto Molocue,-15.6356,37.6883,1,AIM; Noticias; O Pais,National-Regional,"On 27 July 2024, a group of 44 armed (unspecified) prisoners rioted and clashed with police officers at a penitentiary in Alto Molocue (Alto Molocue, Zambezia). One prisoner was shot by police officers and died and one police officer was seriously injured. The group escaped. Police officers recaptured four prisoners; 39 remain at large. The escapees were accused of theft, murder, drug trafficking and other offenses.",1,crowd size=44,1722903344,18535,,,
MZM4107,27-Jul-24,2024,1,Political violence,Riots,Mob violence,Police Forces of Mozambique (1990-) Prison Guards,,1,15,,508,Eastern Africa,Mozambique,Zambezia,Alto Molocue,Alto Molocue,Alto Molocue,-15.6356,37.6883,1,AIM; Noticias; O Pais,National-Regional,"On 27 July 2024, a group of 44 armed (unspecified) prisoners rioted and clashed with police officers at a penitentiary in Alto Molocue (Alto Molocue, Zambezia). One prisoner was shot by police officers and died and one police officer was seriously injured. The group escaped. Police officers recaptured four prisoners; 39 remain at large. The escapees were accused of theft, murder, drug trafficking and other offenses.",1,crowd size=44,1722903344,18535,,,
MZM4086,27-Jul-24,2024,1,Strategic developments,Strategic developments,Other,Islamist Militia (Mozambique),,3,30,,508,Eastern Africa,Mozambique,Cabo Delgado,Quissanga,Quissanga,Quissanga,-12.4341,40.4836,1,Cabo Ligado; Lusa,Local partner-Other,"Non-violent activity: On 27 July 2024, Islamist militia blocked (means unspecified) the main access roads to Quissanga (Quissanga, Cabo Delgado) and passed through the village. No violent interactions reported. Some residents fled the area. The militia then headed to the area of Nsanja (Metuge). Residents claimed they were searching for food.",0,,1724105616,,,,
MZM4110,27-Jul-24,2024,1,Political violence,Battles,Armed clash,Military Forces of Rwanda (1994-),,8,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Marere,-11.6628,40.3681,1,Cabo Ligado,Local partner-Other,"On 27 July 2024, Rwandan forces clashed with Islamist militia in Marere (Mocimboa da Praia, Cabo Delgado). Casualties unknown. A group of Rwandan soldiers came from the Quiterajo side and joined the other group of soldiers.",0,,1724105616,242,,,
MZM4110,27-Jul-24,2024,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Marere,-11.6628,40.3681,1,Cabo Ligado,Local partner-Other,"On 27 July 2024, Rwandan forces clashed with Islamist militia in Marere (Mocimboa da Praia, Cabo Delgado). Casualties unknown. A group of Rwandan soldiers came from the Quiterajo side and joined the other group of soldiers.",0,,1724105616,242,,,
MZM4092,27-Jul-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mozambique),CAD: Democratic Alliance Coalition,6,60,,508,Eastern Africa,Mozambique,Zambezia,Quelimane,Quelimane,Quelimane,-17.8786,36.8883,1,AIM; Lusa; O Pais,National-Regional,"On 27 July 2024, supporters of the Democratic Alliance Coalition (CAD) marched in Quelimane (Quelimane, Zambezia), Maxixe, Beira, Matola, Nampula, Chimoio, Inhambane, Maputo, and Tete (coded separately) against the National Elections Commission (CNE)'s exclusion of the CAD party from the parliamentary and provincial elections. CAD is supporting the candidacy of a former senior figure from Renamo.",0,crowd size=no report,1725924067,25366,,,
MZM4088,25-Jul-24,2024,2,Strategic developments,Strategic developments,Change to group/activity,Islamist Militia (Mozambique),,3,30,,508,Eastern Africa,Mozambique,Cabo Delgado,Quissanga,Quissanga,Tandanhangue,-12.4054,40.5162,2,Cabo Ligado,Local partner-Other,"Movement of forces: Around 25 July 2024 (as reported), large numbers of Islamist militia was seen in Ndegani, near Tandanhangue (Quissanga, Cabo Delgado). No violent interactions reported. Residents claimed they moved along the coast of Macomia to avoid clashes with Rwandan military forces.",0,,1722903306,,,,
MZM4077,24-Jul-24,2024,2,Strategic developments,Strategic developments,Other,CAD: Democratic Alliance Coalition,,3,30,,508,Eastern Africa,Mozambique,Maputo City,Maputo,Maputo,Maputo,-25.9655,32.5832,2,Cabo Ligado,Local partner-Other,"Other: Around 24 July 2024 (as reported), the Mozambican National Electoral Commission (CNE) excluded the political party Democratic Alliance Coalition (CAD) from participating in the legislative, gubernatorial and provincial 2024 elections (location coded to Maputo, Maputo City, Maputo). CNE argued that the party did not comply with legal requirements for submitting candidacies.",0,,1722291500,,,,
MZM4079,24-Jul-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mozambique),Labor Group (Mozambique),6,60,,508,Eastern Africa,Mozambique,Manica,Manica,Manica,Manica,-18.935,32.8759,1,O Pais,Regional,"On 24 July 2024, at least 4,000 former workers of agricultural and forestry companies gathered in front of the building of the State Secretariat of Manica in Manica (Manica, Manica), demanding alleged financial compensation.",0,"crowd size=at least 4,000",1722291500,3860,,,
MZM4087,24-Jul-24,2024,1,Strategic developments,Strategic developments,Change to group/activity,Islamist Militia (Mozambique),,3,30,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Macomia,Darumba,-12.15,40.0205,1,Cabo Ligado,Local partner-Other,"Movement of forces: On 24 July 2024, Islamist militia was seen in Darumba (Macomia, Cabo Delgado), Messumero (coded separately), and Mussemuco (coded separately). No violent interactions reported.",0,,1722903306,,,,
MZM4098,24-Jul-24,2024,1,Strategic developments,Strategic developments,Change to group/activity,Islamist Militia (Mozambique),,3,30,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Mussemuco,-12.3175,40.4986,1,Cabo Ligado,Local partner-Other,"Movement of forces: On 24 July 2024, Islamist militia was seen in Mussemuco (Macomia, Cabo Delgado), Messumero (coded separately), and Darumba (coded separately). No violent interactions reported.",0,,1722903306,,,,
MZM4099,24-Jul-24,2024,1,Strategic developments,Strategic developments,Change to group/activity,Islamist Militia (Mozambique),,3,30,,508,Eastern Africa,Mozambique,Cabo Delgado,Quissanga,Quissanga,Messumero,-12.4619,40.4533,1,Cabo Ligado,Local partner-Other,"Movement of forces: On 24 July 2024, Islamist militia was seen in Messumero (Quissanga, Cabo Delgado), Mussemuco (coded separately), and Darumba (coded separately). No violent interactions reported. The group was heading toward Quissanga.",0,,1722903306,,,,
MZM4071,23-Jul-24,2024,1,Strategic developments,Strategic developments,Change to group/activity,Military Forces of Rwanda (1994-),,8,80,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Macomia,Macomia,-12.2467,40.1208,1,Mozambique Bulletin Subscribe; Zitamar,National,"Movement of forces: On 23 July 2024, several hundred Rwandan military troops started operations in Macomia (Macomia, Cabo Delgado). The Rwandan forces took over security responsibilities from the Southern African Development Community Mission in Mozambique (SAMIM). They started patrolling near Quiterajo. There are over 4,000 Rwandan forces in Mozambique in total.",0,,1722898719,,,,
MZM4067,22-Jul-24,2024,1,Political violence,Violence against civilians,Abduction/forced disappearance,Islamist Militia (Mozambique),,3,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Calugo,-11.66,40.36,2,AIM; Carta de Mocambique,National,"On 22 July 2024, suspected Islamist militia kidnapped a fisherman who was with three other fishermen between Lucheti and Calugo (Mocimboa da Praia, Cabo Delgado). The other three fishermen escaped swimming to the shore and informed Rwandan military authorities about the militia's presence. The whereabouts of the kidnapped fisherman are unknown.",0,,1722291500,847,,,
MZM4067,22-Jul-24,2024,1,Political violence,Violence against civilians,Abduction/forced disappearance,Civilians (Mozambique),Fishers (Mozambique),7,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Calugo,-11.66,40.36,2,AIM; Carta de Mocambique,National,"On 22 July 2024, suspected Islamist militia kidnapped a fisherman who was with three other fishermen between Lucheti and Calugo (Mocimboa da Praia, Cabo Delgado). The other three fishermen escaped swimming to the shore and informed Rwandan military authorities about the militia's presence. The whereabouts of the kidnapped fisherman are unknown.",0,,1722291500,847,,,
MZM4078,22-Jul-24,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mozambique),,6,60,,508,Eastern Africa,Mozambique,Maputo,Cidade Da Matola,Cidade Da Matola,Matola,-25.9622,32.4589,1,Noticias,National,"On 22 July 2024, residents of the Ngolhoza neighborhood barricaded a road (unspecified means) in Matola (Cidade Da Matola, Maputo) against the increase of fares for semi-collective transport and delay in completing road paving. Residents also protested against the lack of a health unit in the area and demanded the expansion of the electricity network.",0,crowd size=no report,1722291500,27123,,,
MZM4076,19-Jul-24,2024,1,Strategic developments,Strategic developments,Other,Islamist Militia (Mozambique),,3,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Nazimoja,-11.5094,40.3405,1,Cabo Ligado; Carta de Mocambique,Local partner-Other,"Non-violent activity: On 19 July 2024, a group of about 10 Islamist militia, most speaking Kimuani and Kiswahili, tried to convince residents to sell them food in Nazimoja (Mocimboa da Praia, Cabo Delgado), claiming they were feeling unwell. No violent interactions reported. Residents did not sell food due to fear and left stalls and the Islamist militia took some products and left. Rwandan soldiers arrived afterward.",0,,1722291500,,,,
